Experiment,Heterogeneity,Class,Class_Name,Image,Anchor_Count,Pair_Count,Mean_Pairwise_MSE,Mean_Pairwise_SSIM,Mean_Pairwise_Feature_Distance,Min_Pairwise_Feature_Distance,Max_Pairwise_Feature_Distance,Unique_Nearest_Real_Idx_Count,Leakage_Level
E3,Strong,6,frog,2,5,10,0.017315381,0.63580721,0.218636824,0.157383457,0.273757607,1,medium
E3,Strong,6,frog,3,5,10,0.024488513,0.528713426,0.359660892,0.178227499,0.547107577,2,medium
E3,Strong,6,frog,4,5,10,0.01843606,0.588818437,0.188186601,0.124248073,0.235250294,1,medium
E3,Strong,6,frog,5,5,10,0.0184621,0.542913088,0.26038841,0.212945059,0.378202051,2,medium
E3,Strong,6,frog,6,5,10,0.012809858,0.72056039,0.229190499,0.126300648,0.326615483,1,high
E3,Strong,6,frog,7,5,10,0.021167518,0.599542099,0.319623527,0.170628518,0.426902145,1,medium
E3,Strong,6,frog,8,5,10,0.025692602,0.485509938,0.172105722,0.133463472,0.210248202,1,medium
E3,Strong,6,frog,9,5,10,0.017974042,0.606430054,0.367650703,0.131156385,0.71045351,2,medium
E3,Strong,7,horse,0,5,10,0.004465614,0.871699858,0.150900107,0.099849097,0.204569668,1,high
E3,Strong,7,horse,1,5,10,0.004510631,0.896521467,0.135992823,0.108143106,0.163441092,1,high
E3,Strong,7,horse,2,5,10,0.00377421,0.879200953,0.15117254,0.062387869,0.216943592,1,high
E3,Strong,7,horse,3,5,10,0.005547183,0.845991057,0.192606585,0.109843694,0.262088269,1,high
E3,Strong,7,horse,4,5,10,0.006176786,0.843498278,0.15645785,0.134522766,0.196644127,1,high
E3,Strong,7,horse,5,5,10,0.007020426,0.741679996,0.262234214,0.128480822,0.386871219,1,high
E3,Strong,7,horse,6,5,10,0.007163493,0.78263579,0.186853547,0.155316725,0.234104276,1,high
E3,Strong,7,horse,7,5,10,0.007170532,0.863465297,0.138992675,0.107117049,0.174497306,1,high
E3,Strong,7,horse,8,5,10,0.004742323,0.8558644,0.152435892,0.124394618,0.186416522,1,high
E3,Strong,7,horse,9,5,10,0.004636119,0.896645087,0.135982624,0.092680618,0.175682455,1,high
E3,Strong,8,ship,0,5,10,0.011031439,0.631479216,0.307019733,0.20201093,0.438640952,1,medium
E3,Strong,8,ship,1,5,10,0.011202198,0.621482313,0.218086477,0.145327359,0.313605845,2,medium
E3,Strong,8,ship,2,5,10,0.008158326,0.621432996,0.289891385,0.125977188,0.395790547,1,medium
E3,Strong,8,ship,3,5,10,0.00618405,0.775352198,0.135123276,0.109588884,0.170369431,1,high
E3,Strong,8,ship,4,5,10,0.010377436,0.748889589,0.266600306,0.222936541,0.340319306,1,high
E3,Strong,8,ship,5,5,10,0.00606174,0.807013696,0.172131822,0.155060187,0.190265059,1,high
E3,Strong,8,ship,6,5,10,0.006313671,0.706636381,0.199168836,0.146920055,0.285030514,1,high
E3,Strong,8,ship,7,5,10,0.01171897,0.654041773,0.409825073,0.147161484,0.60153538,1,medium
E3,Strong,8,ship,8,5,10,0.00968591,0.648176545,0.30710471,0.19567509,0.463496417,1,medium
E3,Strong,8,ship,9,5,10,0.012080284,0.599994963,0.249761288,0.143597722,0.326590091,3,medium
E3,Strong,9,truck,0,5,10,0.007291794,0.806376255,0.158785681,0.102675341,0.210287794,1,high
E3,Strong,9,truck,1,5,10,0.008397973,0.798151845,0.167562596,0.123078339,0.201340213,2,high
E3,Strong,9,truck,2,5,10,0.011163384,0.758691555,0.188269447,0.161927685,0.238273934,1,high
E3,Strong,9,truck,3,5,10,0.007553962,0.847809142,0.161998381,0.122987829,0.23264429,1,high
E3,Strong,9,truck,4,5,10,0.00856568,0.780562884,0.181427423,0.121321328,0.22867538,1,high
E3,Strong,9,truck,5,5,10,0.009535348,0.821763831,0.194851905,0.127225339,0.222907245,1,high
E3,Strong,9,truck,6,5,10,0.008228947,0.749422115,0.168346038,0.122020826,0.214338258,1,high
E3,Strong,9,truck,7,5,10,0.012482578,0.637317097,0.209868447,0.122213714,0.250640064,1,medium
E3,Strong,9,truck,8,5,10,0.007135953,0.803645849,0.155404046,0.101812124,0.218530506,1,high
E3,Strong,9,truck,9,5,10,0.008639012,0.786203766,0.215983847,0.160832748,0.26242739,3,medium
E4,Extreme,0,airplane,0,5,10,0.04982479,0.464798996,0.258566409,0.070175812,0.403252602,3,medium
E4,Extreme,0,airplane,1,5,10,0.04369932,0.378242558,0.13364813,0.093607269,0.181965932,3,low
E4,Extreme,0,airplane,2,5,10,0.044953355,0.350019734,0.143317951,0.073890761,0.185564861,2,low
E4,Extreme,0,airplane,3,5,10,0.043522609,0.449820107,0.156598976,0.069425404,0.234588236,1,low
E4,Extreme,0,airplane,4,5,10,0.053671069,0.291883224,0.152338141,0.113325365,0.204308033,2,low
E4,Extreme,0,airplane,5,5,10,0.039867957,0.491361851,0.123388319,0.090836465,0.164803162,1,medium
E4,Extreme,0,airplane,6,5,10,0.051272025,0.302980918,0.181992927,0.134948745,0.269801736,1,low
E4,Extreme,0,airplane,7,5,10,0.041059484,0.459801948,0.157914894,0.124169312,0.204412982,1,medium
E4,Extreme,0,airplane,8,5,10,0.042152458,0.525874698,0.157046224,0.099555895,0.224257886,3,medium
E4,Extreme,0,airplane,9,5,10,0.044350319,0.395194273,0.170832551,0.121021017,0.243517637,2,low
E4,Extreme,1,automobile,0,5,10,0.019349394,0.674647206,0.09407905,0.080437139,0.113143541,2,medium
E4,Extreme,1,automobile,1,5,10,0.017583124,0.679232627,0.235142273,0.09790916,0.43732655,1,medium
E4,Extreme,1,automobile,2,5,10,0.015513949,0.703596115,0.100553149,0.073196329,0.124391273,1,high
E4,Extreme,1,automobile,3,5,10,0.019176543,0.733520013,0.077820517,0.041562952,0.109062731,4,low
E4,Extreme,1,automobile,4,5,10,0.013909986,0.702237219,0.073005602,0.046490494,0.097116329,1,high
E4,Extreme,1,automobile,5,5,10,0.016089976,0.695797831,0.11295753,0.06501203,0.161632389,2,medium
E4,Extreme,1,automobile,6,5,10,0.015666231,0.707619119,0.184923216,0.049458802,0.315402627,1,high
E4,Extreme,1,automobile,7,5,10,0.014340253,0.747153479,0.180443135,0.05916867,0.296705335,2,high
E4,Extreme,1,automobile,8,5,10,0.018192803,0.68605547,0.190933377,0.093490399,0.362538993,1,medium
E4,Extreme,1,automobile,9,5,10,0.018349793,0.673150045,0.094111311,0.070160151,0.14175801,1,medium
E4,Extreme,2,bird,0,5,10,0.055892541,0.28958531,0.399278894,0.230055988,0.640200019,1,low
E4,Extreme,2,bird,1,5,10,0.054103161,0.217188091,0.423458266,0.181223944,0.630811453,2,low
E4,Extreme,2,bird,2,5,10,0.04261997,0.373593369,0.295408951,0.092157766,0.396185428,1,low
E4,Extreme,2,bird,3,5,10,0.046181182,0.42946623,0.184351389,0.073780499,0.33743462,3,low
E4,Extreme,2,bird,4,5,10,0.044369788,0.459148833,0.202874531,0.124765053,0.317337185,1,medium
E4,Extreme,2,bird,5,5,10,0.052010568,0.303097938,0.284365622,0.101959787,0.421326995,1,low
E4,Extreme,2,bird,6,5,10,0.050898396,0.373085967,0.255509497,0.098586477,0.389137417,1,low
E4,Extreme,2,bird,7,5,10,0.060302791,0.343789667,0.313916627,0.159600884,0.514384508,3,low
E4,Extreme,2,bird,8,5,10,0.055751305,0.271288404,0.438446531,0.065409735,0.751920521,1,low
E4,Extreme,2,bird,9,5,10,0.044631476,0.351400895,0.248272751,0.08357279,0.383173913,2,low
E4,Extreme,3,cat,0,5,10,0.018482515,0.69405399,0.120828351,0.082613178,0.147813395,1,medium
E4,Extreme,3,cat,1,5,10,0.021678319,0.672091931,0.176144172,0.117080107,0.250105381,2,medium
E4,Extreme,3,cat,2,5,10,0.030866769,0.513501981,0.159603094,0.112505235,0.246892408,2,medium
E4,Extreme,3,cat,3,5,10,0.030201722,0.497857505,0.15517324,0.103648119,0.197529078,2,medium
E4,Extreme,3,cat,4,5,10,0.022841257,0.649427277,0.161566357,0.095554456,0.230875909,1,medium
E4,Extreme,3,cat,5,5,10,0.034806834,0.55018881,0.131017138,0.101566128,0.164003462,1,medium
E4,Extreme,3,cat,6,5,10,0.017620359,0.656245023,0.10112929,0.063734554,0.126459271,1,medium
E4,Extreme,3,cat,7,5,10,0.012723913,0.739949262,0.110794809,0.073386036,0.155828565,3,medium
E4,Extreme,3,cat,8,5,10,0.018827322,0.699548244,0.135763086,0.110009521,0.172311261,2,medium
E4,Extreme,3,cat,9,5,10,0.021995927,0.670918071,0.16167602,0.085152589,0.238483891,2,medium
E4,Extreme,4,deer,0,5,10,0.026406381,0.442627513,0.163566414,0.081008881,0.256241739,2,low
E4,Extreme,4,deer,1,5,10,0.027192862,0.402564093,0.163647654,0.096296914,0.210325748,2,low
E4,Extreme,4,deer,2,5,10,0.022819016,0.46112847,0.124225061,0.086631112,0.165023178,1,medium
E4,Extreme,4,deer,3,5,10,0.021287818,0.522035247,0.111851878,0.075911485,0.167520091,1,medium
E4,Extreme,4,deer,4,5,10,0.02351322,0.506480554,0.103155044,0.076763757,0.133581951,1,medium
E4,Extreme,4,deer,5,5,10,0.030822713,0.301120856,0.228905804,0.072378598,0.343380481,1,low
E4,Extreme,4,deer,6,5,10,0.022409982,0.527305126,0.132144721,0.080391973,0.173715189,1,medium
E4,Extreme,4,deer,7,5,10,0.021178751,0.522860205,0.119666404,0.05407599,0.17670767,1,medium
E4,Extreme,4,deer,8,5,10,0.021365342,0.544968662,0.105929874,0.065056771,0.149856731,2,medium
E4,Extreme,4,deer,9,5,10,0.025710482,0.441150773,0.197222869,0.111348078,0.301864505,2,low
E4,Extreme,5,dog,0,5,10,0.050618836,0.413192838,0.195700559,0.112120792,0.33786422,3,low
E4,Extreme,5,dog,1,5,10,0.060484225,0.314737222,0.190184925,0.121589631,0.239444822,2,low
E4,Extreme,5,dog,2,5,10,0.0530236,0.428727582,0.14923541,0.110817738,0.195171401,2,low
E4,Extreme,5,dog,3,5,10,0.052781078,0.371362564,0.233528318,0.142495453,0.367627233,1,low
E4,Extreme,5,dog,4,5,10,0.062406657,0.339413579,0.211361876,0.110682771,0.287070662,1,low
E4,Extreme,5,dog,5,5,10,0.064071526,0.333778828,0.235858165,0.158945322,0.307785243,1,low
E4,Extreme,5,dog,6,5,10,0.06561051,0.290069003,0.238559458,0.132870287,0.341487736,2,low
E4,Extreme,5,dog,7,5,10,0.07125029,0.225244648,0.225163102,0.163012728,0.295550078,2,low
E4,Extreme,5,dog,8,5,10,0.059405986,0.340382862,0.226461199,0.132761151,0.389596283,2,low
E4,Extreme,5,dog,9,5,10,0.054358141,0.371778286,0.155013051,0.113682427,0.204648659,2,low
E4,Extreme,6,frog,0,5,10,0.013039552,0.765012294,0.071668721,0.033010375,0.110508233,3,medium
E4,Extreme,6,frog,1,5,10,0.012008404,0.705782229,0.071868737,0.056541663,0.095925272,1,high
E4,Extreme,6,frog,2,5,10,0.015092187,0.674870974,0.09005776,0.04536223,0.121424109,1,medium
E4,Extreme,6,frog,3,5,10,0.022304359,0.559858939,0.1134904,0.065449245,0.162402526,1,medium
E4,Extreme,6,frog,4,5,10,0.017336194,0.683534062,0.100787684,0.056059316,0.132359236,2,medium
E4,Extreme,6,frog,5,5,10,0.014267311,0.73085894,0.080443236,0.041163038,0.111369774,1,high
E4,Extreme,6,frog,6,5,10,0.022717484,0.603228641,0.073668093,0.050857063,0.100990057,2,medium
E4,Extreme,6,frog,7,5,10,0.024955487,0.523834857,0.130489542,0.072433099,0.198894635,2,medium
E4,Extreme,6,frog,8,5,10,0.01458491,0.72801106,0.064367703,0.030140314,0.094375715,3,medium
E4,Extreme,6,frog,9,5,10,0.01207551,0.718502855,0.076655168,0.059153236,0.093330055,1,high
E4,Extreme,7,horse,0,5,10,0.021112816,0.705751604,0.128032693,0.067202203,0.202674478,1,high
E4,Extreme,7,horse,1,5,10,0.016649866,0.657600981,0.127439819,0.084976815,0.167991802,3,medium
E4,Extreme,7,horse,2,5,10,0.016180205,0.667999315,0.122998218,0.077321596,0.176951915,2,medium
E4,Extreme,7,horse,3,5,10,0.018898868,0.62136848,0.118848099,0.094255134,0.155826867,1,medium
E4,Extreme,7,horse,4,5,10,0.015346141,0.596361935,0.103579345,0.048121348,0.14190349,1,medium
E4,Extreme,7,horse,5,5,10,0.018430295,0.606283641,0.131117685,0.066595078,0.188688233,1,medium
E4,Extreme,7,horse,6,5,10,0.014126041,0.710380387,0.115509438,0.088146612,0.148505136,2,high
E4,Extreme,7,horse,7,5,10,0.025082986,0.590427256,0.18714994,0.08038976,0.254551709,1,medium
E4,Extreme,7,horse,8,5,10,0.018776322,0.723551375,0.107026261,0.084081389,0.132701606,1,high
E4,Extreme,7,horse,9,5,10,0.016180299,0.663460839,0.124168199,0.104582481,0.146767229,4,low
E4,Extreme,8,ship,0,5,10,0.026531393,0.521122387,0.164400269,0.118185766,0.230720416,1,medium
E4,Extreme,8,ship,1,5,10,0.023271591,0.598852882,0.493689882,0.117070474,0.780276537,3,medium
E4,Extreme,8,ship,2,5,10,0.02886273,0.386349425,0.147065698,0.119451582,0.183815196,2,low
E4,Extreme,8,ship,3,5,10,0.027059886,0.541822511,0.129352754,0.102129914,0.166579753,2,medium
E4,Extreme,8,ship,4,5,10,0.0320506,0.443461534,0.199461354,0.14554663,0.270408273,1,low
E4,Extreme,8,ship,5,5,10,0.026802786,0.523038453,0.184914104,0.12237715,0.269058287,1,medium
E4,Extreme,8,ship,6,5,10,0.021826575,0.584373391,0.21634375,0.156548753,0.268500328,2,medium
E4,Extreme,8,ship,7,5,10,0.029862522,0.440385035,0.372593972,0.11707367,0.658245862,3,low
E4,Extreme,8,ship,8,5,10,0.031891982,0.487902516,0.227658118,0.136260524,0.323690444,2,medium
E4,Extreme,8,ship,9,5,10,0.030258267,0.506431288,0.519582693,0.136961892,0.793312192,2,medium
E4,Extreme,9,truck,0,5,10,0.029967046,0.592645597,0.174608316,0.106670454,0.262546957,2,medium
E4,Extreme,9,truck,1,5,10,0.032446326,0.607654178,0.138647073,0.116164006,0.176382303,4,low
E4,Extreme,9,truck,2,5,10,0.028528585,0.545484126,0.152576432,0.103596471,0.213895321,2,medium
E4,Extreme,9,truck,3,5,10,0.024523975,0.629149014,0.192992114,0.118202135,0.306732833,1,medium
E4,Extreme,9,truck,4,5,10,0.023516109,0.599449736,0.135126876,0.100550137,0.16579023,2,medium
E4,Extreme,9,truck,5,5,10,0.030057227,0.533429775,0.174659505,0.08897233,0.266823083,2,medium
E4,Extreme,9,truck,6,5,10,0.026965162,0.556975579,0.172892092,0.143982276,0.209905967,3,medium
E4,Extreme,9,truck,7,5,10,0.024334502,0.652061009,0.145644712,0.111592472,0.183592811,1,medium
E4,Extreme,9,truck,8,5,10,0.031488691,0.568256319,0.181813247,0.106601007,0.284610331,2,medium
E4,Extreme,9,truck,9,5,10,0.035651707,0.580448318,0.199656874,0.141471326,0.259922683,4,low
